Date,Channel,Campaign Name,Ad Set Name,Ad Name,CPC,Spend,Impressions,Clicks,Conversions,Reach
2024-09-01,Instagram,Brand Awareness,Set C,Ad 3,1.04,87.65,8341,313,58,7977
2024-09-01,X,Holiday Sale,Set A,Ad 5,0.8,155.82,2586,434,12,8638
2024-09-01,Google Organic,Summer Promo,Set C,Ad 4,1.43,198.55,8835,437,32,10732
2024-09-02,Google,Brand Awareness,Set C,Ad 1,0.82,40.45,1777,293,80,11262
2024-09-02,Facebook,Holiday Sale,Set D,Ad 4,1.92,76.96,13244,385,22,11450
2024-09-02,LinkedIn,Brand Awareness,Set A,Ad 4,1.63,185.75,6901,57,16,512
2024-09-02,TikTok,Summer Promo,Set C,Ad 2,1.35,203.44,5063,457,22,2690
2024-09-02,Instagram,Summer Promo,Set D,Ad 2,1.76,164.54,9393,301,85,1428
2024-09-02,X,Brand Awareness,Set B,Ad 1,1.98,153.06,1188,95,42,10387
2024-09-02,Google Organic,Back to School,Set B,Ad 2,1.63,244.55,14427,304,12,5400
2024-09-03,Google,Back to School,Set D,Ad 3,1.36,84.79,8307,365,75,7682
2024-09-03,Facebook,Retargeting,Set D,Ad 5,0.72,264.85,1372,507,51,3728
2024-09-03,LinkedIn,Brand Awareness,Set D,Ad 1,1.88,215.8,11192,448,76,1465
2024-09-03,TikTok,Back to School,Set B,Ad 5,1.6,101.89,8022,569,28,10448
2024-09-03,Instagram,Brand Awareness,Set D,Ad 5,1.23,290.48,6844,387,80,1024
2024-09-03,X,Retargeting,Set B,Ad 2,0.69,229.3,1089,323,38,3694
2024-09-03,Google Organic,Holiday Sale,Set A,Ad 3,1.14,291.6,2615,563,51,11146
2024-09-04,Google,Summer Promo,Set C,Ad 4,1.4,232.39,1076,556,70,9583
2024-09-04,Facebook,Brand Awareness,Set C,Ad 5,0.56,197.8,10031,491,72,2153
2024-09-04,LinkedIn,Holiday Sale,Set B,Ad 3,0.94,75.87,13520,364,32,9947
2024-09-04,TikTok,Brand Awareness,Set B,Ad 4,1.88,68.93,11789,278,63,3338
2024-09-04,Instagram,Brand Awareness,Set B,Ad 4,1.79,194.61,13116,194,86,7532
2024-09-04,X,Summer Promo,Set B,Ad 1,1.53,137.93,1952,82,86,9010
2024-09-04,Google Organic,Holiday Sale,Set C,Ad 2,1.3,85.65,6543,194,61,2809
2024-09-05,Google,Brand Awareness,Set C,Ad 3,1.04,288.64,7633,286,41,11760
2024-09-05,Facebook,Retargeting,Set D,Ad 1,1.1,134.1,14963,442,76,4717
2024-09-05,LinkedIn,Holiday Sale,Set D,Ad 5,1.29,146.56,6831,306,67,4217
2024-09-05,TikTok,Holiday Sale,Set B,Ad 5,1.54,160.75,3598,145,34,10367
2024-09-05,Instagram,Retargeting,Set D,Ad 2,0.84,266.97,11526,477,93,6540
2024-09-05,X,Holiday Sale,Set C,Ad 2,1.66,121.23,1635,560,25,11760
2024-09-05,Google Organic,Back to School,Set B,Ad 3,1.01,42.63,10602,363,41,11720
2024-09-06,Google,Retargeting,Set C,Ad 4,0.85,218.82,2581,229,36,7518
2024-09-06,Facebook,Back to School,Set A,Ad 2,1.18,285.75,6678,590,93,9978
2024-09-06,LinkedIn,Holiday Sale,Set D,Ad 1,1.35,108.89,11826,162,47,8798
2024-09-06,TikTok,Back to School,Set A,Ad 5,1.71,210.23,10212,319,14,1146
2024-09-06,Instagram,Brand Awareness,Set B,Ad 2,0.92,36.55,6488,270,20,4167
2024-09-06,X,Brand Awareness,Set A,Ad 5,1.22,58.26,8766,50,23,732
2024-09-06,Google Organic,Brand Awareness,Set A,Ad 2,1.6,107.99,4227,574,55,790
2024-09-07,Google,Retargeting,Set D,Ad 2,1.47,91.58,5882,575,69,9995
2024-09-07,Facebook,Summer Promo,Set D,Ad 3,1.33,222.39,5808,247,14,2149
2024-09-07,LinkedIn,Brand Awareness,Set C,Ad 4,1.79,221.47,12489,270,45,6342
2024-09-07,TikTok,Summer Promo,Set B,Ad 1,1.69,267.5,6703,133,14,9811
2024-09-07,Instagram,Brand Awareness,Set C,Ad 5,1.27,41.35,7990,206,31,2082
2024-09-07,X,Retargeting,Set D,Ad 4,1.18,271.5,12064,140,88,10455
2024-09-07,Google Organic,Back to School,Set D,Ad 4,1.34,93.12,12067,106,7,5011
2024-09-08,Google,Summer Promo,Set B,Ad 5,0.78,209.27,9381,127,50,3147
2024-09-08,Facebook,Holiday Sale,Set C,Ad 3,1.45,274.28,14418,137,33,4993
2024-09-08,LinkedIn,Back to School,Set D,Ad 2,1.22,194.49,13713,98,12,7144
2024-09-08,TikTok,Retargeting,Set B,Ad 5,0.53,109.48,1905,490,90,10250
2024-09-08,Instagram,Holiday Sale,Set C,Ad 3,1.74,251.25,9484,122,9,5894
2024-09-08,X,Summer Promo,Set A,Ad 2,0.93,31.37,10501,443,43,9308
2024-09-08,Google Organic,Retargeting,Set D,Ad 5,0.64,273.35,14565,216,35,3804
2024-09-09,Google,Holiday Sale,Set B,Ad 3,0.59,70.35,11884,267,57,8168
2024-09-09,Facebook,Brand Awareness,Set C,Ad 4,0.97,33.86,10895,481,93,4502
2024-09-09,LinkedIn,Retargeting,Set D,Ad 3,0.82,272.22,14342,66,99,3858
2024-09-09,TikTok,Brand Awareness,Set A,Ad 4,0.86,65.98,12071,297,51,6094
2024-09-09,Instagram,Holiday Sale,Set C,Ad 1,0.57,86.55,10592,537,42,888
2024-09-09,X,Retargeting,Set A,Ad 3,0.71,275.28,9902,301,16,11957
2024-09-09,Google Organic,Back to School,Set A,Ad 2,0.99,78.74,9266,159,62,11997
2024-09-10,Google,Retargeting,Set A,Ad 1,1.39,283.34,8033,315,93,888
2024-09-10,Facebook,Holiday Sale,Set A,Ad 3,1.1,193.85,7943,239,23,1750
2024-09-10,LinkedIn,Summer Promo,Set B,Ad 3,0.97,163.47,13647,498,19,6257
2024-09-10,TikTok,Holiday Sale,Set C,Ad 3,1.88,168.62,3524,292,61,8614
2024-09-10,Instagram,Retargeting,Set C,Ad 5,1.79,67.78,3335,274,13,6097
2024-09-10,X,Brand Awareness,Set D,Ad 3,1.95,148.11,12397,516,28,4631
2024-09-10,Google Organic,Retargeting,Set C,Ad 4,1.2,195.59,13748,67,51,6542
2024-09-11,Google,Retargeting,Set D,Ad 3,1.99,236.05,6946,131,53,656
2024-09-11,Facebook,Back to School,Set B,Ad 5,0.99,51.74,6909,355,9,631
2024-09-11,LinkedIn,Summer Promo,Set A,Ad 1,1.92,47.7,6184,388,8,3548
2024-09-11,TikTok,Brand Awareness,Set D,Ad 1,0.72,235.02,1748,474,31,3676
2024-09-11,Instagram,Back to School,Set D,Ad 5,1.16,217.69,10522,369,88,3216
2024-09-11,X,Back to School,Set B,Ad 5,0.68,294.24,6955,198,7,5182
2024-09-11,Google Organic,Summer Promo,Set C,Ad 5,1.73,264.95,12362,148,38,6750
2024-09-12,Google,Brand Awareness,Set D,Ad 4,1.24,254.78,8755,314,17,3351
2024-09-12,Facebook,Holiday Sale,Set A,Ad 3,1.7,225.16,9306,62,64,6611
2024-09-12,LinkedIn,Retargeting,Set A,Ad 1,0.83,200.18,14494,307,65,3115
2024-09-12,TikTok,Back to School,Set A,Ad 5,0.58,277.71,1276,220,82,3845
2024-09-12,Instagram,Back to School,Set B,Ad 1,1.96,285.25,10824,376,89,8945
2024-09-12,X,Brand Awareness,Set A,Ad 3,1.89,165.71,10472,501,30,10653
2024-09-12,Google Organic,Retargeting,Set C,Ad 1,1.57,192.19,4589,175,6,10286
2024-09-13,Google,Brand Awareness,Set B,Ad 4,0.91,87.13,9525,556,73,5365
2024-09-13,Facebook,Holiday Sale,Set D,Ad 1,1.65,239.57,11768,538,71,9823
2024-09-13,LinkedIn,Holiday Sale,Set C,Ad 2,1.76,29.08,1655,72,97,6407
2024-09-13,TikTok,Summer Promo,Set B,Ad 1,1.95,200.94,13521,101,70,11620
2024-09-13,Instagram,Retargeting,Set D,Ad 3,1.26,151.12,5700,306,24,7234
2024-09-13,X,Brand Awareness,Set C,Ad 3,1.11,210.8,13484,130,80,11856
2024-09-13,Google Organic,Summer Promo,Set D,Ad 4,0.65,298.54,3101,174,69,8216
2024-09-14,Google,Brand Awareness,Set D,Ad 1,1.8,113.63,13837,68,72,2009
2024-09-14,Facebook,Retargeting,Set B,Ad 3,0.69,156.49,11073,427,85,3855
2024-09-14,LinkedIn,Brand Awareness,Set A,Ad 5,0.79,20.62,3879,362,80,8469
2024-09-14,TikTok,Retargeting,Set A,Ad 4,1.28,191.82,13825,562,64,3677
2024-09-14,Instagram,Brand Awareness,Set A,Ad 4,1.35,262.93,1958,74,30,7109
2024-09-14,X,Retargeting,Set B,Ad 3,1.92,257.16,13651,348,24,7004
2024-09-14,Google Organic,Summer Promo,Set B,Ad 4,1.72,199.81,2123,366,28,3320
2024-09-15,Google,Back to School,Set A,Ad 3,1.05,32.79,1783,220,65,999
2024-09-15,Facebook,Summer Promo,Set D,Ad 1,1.98,149.97,2209,358,10,9958
2024-09-15,LinkedIn,Holiday Sale,Set C,Ad 3,1.14,233.49,7205,349,74,9382
2024-09-15,TikTok,Brand Awareness,Set A,Ad 4,1.66,256.87,2281,325,61,11599
2024-09-15,Instagram,Back to School,Set B,Ad 5,0.93,95.72,8068,300,7,5669
2024-09-15,X,Brand Awareness,Set C,Ad 4,1.77,254.18,2852,249,44,2464
2024-09-15,Google Organic,Holiday Sale,Set A,Ad 5,0.81,294.63,10292,375,99,5014
2024-09-16,Google,Summer Promo,Set C,Ad 3,1.55,101.15,12988,141,22,11763
2024-09-16,Facebook,Brand Awareness,Set C,Ad 5,1.51,136.63,4558,91,41,11537
2024-09-16,LinkedIn,Holiday Sale,Set C,Ad 5,0.66,181.16,1914,129,35,8725
2024-09-16,TikTok,Summer Promo,Set D,Ad 4,1.07,103.04,12088,258,82,5312
2024-09-16,Instagram,Back to School,Set B,Ad 5,1.67,128.84,3282,441,30,3456
2024-09-16,X,Summer Promo,Set A,Ad 1,1.93,203.1,5762,231,68,11403
2024-09-16,Google Organic,Retargeting,Set C,Ad 3,1.62,154.27,7430,450,28,10437
2024-09-17,Google,Summer Promo,Set D,Ad 2,1.87,172.67,14879,172,15,2173
2024-09-17,Facebook,Back to School,Set B,Ad 2,1.0,238.51,7291,341,6,9005
2024-09-17,LinkedIn,Holiday Sale,Set A,Ad 4,1.01,224.3,1891,160,12,10744
2024-09-17,TikTok,Retargeting,Set C,Ad 5,1.08,282.46,7379,432,31,11428
2024-09-17,Instagram,Retargeting,Set D,Ad 3,1.6,66.36,10275,335,7,3344
2024-09-17,X,Brand Awareness,Set A,Ad 3,1.27,285.83,1306,381,38,1290
2024-09-17,Google Organic,Holiday Sale,Set D,Ad 2,0.67,54.37,14231,122,11,5825
2024-09-18,Google,Retargeting,Set C,Ad 5,1.98,129.19,7891,399,86,5998
2024-09-18,Facebook,Back to School,Set A,Ad 4,1.12,281.92,9872,111,72,4224
2024-09-18,LinkedIn,Back to School,Set A,Ad 1,1.48,32.21,2403,304,64,8028
2024-09-18,TikTok,Holiday Sale,Set D,Ad 4,1.72,157.54,4117,98,11,752
2024-09-18,Instagram,Holiday Sale,Set B,Ad 1,1.84,103.29,14701,122,95,9514
2024-09-18,X,Back to School,Set A,Ad 3,1.03,280.21,5868,411,60,7476
2024-09-18,Google Organic,Back to School,Set D,Ad 4,1.39,178.17,8637,368,59,10241
2024-09-19,Google,Retargeting,Set A,Ad 3,1.97,51.06,11892,85,50,5986
2024-09-19,Facebook,Back to School,Set C,Ad 4,0.76,211.86,9373,224,58,519
2024-09-19,LinkedIn,Retargeting,Set C,Ad 5,0.57,272.44,12445,363,15,2924
2024-09-19,TikTok,Brand Awareness,Set C,Ad 3,1.11,111.78,14140,52,21,6384
2024-09-19,Instagram,Summer Promo,Set B,Ad 4,0.76,64.77,6409,464,17,5629
2024-09-19,X,Back to School,Set D,Ad 1,1.36,162.82,7392,372,89,7224
2024-09-19,Google Organic,Brand Awareness,Set B,Ad 1,0.72,102.08,10725,391,58,9317
2024-09-20,Google,Brand Awareness,Set A,Ad 5,0.88,189.48,9430,114,77,11054
2024-09-20,Facebook,Holiday Sale,Set D,Ad 3,1.21,183.01,4205,351,14,5949
2024-09-20,LinkedIn,Back to School,Set C,Ad 2,0.9,125.7,7231,313,29,2847
2024-09-20,TikTok,Back to School,Set C,Ad 5,1.37,161.21,4258,381,58,2240
2024-09-20,Instagram,Retargeting,Set C,Ad 3,1.94,293.62,7160,283,45,898
2024-09-20,X,Back to School,Set C,Ad 1,0.86,73.38,6663,545,20,8483
2024-09-20,Google Organic,Back to School,Set C,Ad 4,1.75,149.7,7918,91,5,11025
2024-09-21,Google,Holiday Sale,Set D,Ad 4,1.33,36.86,9131,222,90,10689
2024-09-21,Facebook,Retargeting,Set C,Ad 4,1.03,231.33,2084,430,53,4366
2024-09-21,LinkedIn,Brand Awareness,Set C,Ad 2,1.39,34.33,8980,453,42,5532
2024-09-21,TikTok,Back to School,Set A,Ad 1,1.76,38.97,13193,327,13,6840
2024-09-21,Instagram,Back to School,Set D,Ad 1,1.5,83.6,6689,551,87,2608
2024-09-21,X,Summer Promo,Set B,Ad 4,1.16,162.18,2619,546,77,9666
2024-09-21,Google Organic,Brand Awareness,Set C,Ad 3,1.07,79.36,2285,377,43,9510
2024-09-22,Google,Retargeting,Set D,Ad 4,0.91,248.88,11124,598,58,11977
2024-09-22,Facebook,Brand Awareness,Set A,Ad 4,1.65,55.77,5810,129,26,3966
2024-09-22,LinkedIn,Summer Promo,Set C,Ad 3,1.25,84.16,9620,87,92,6851
2024-09-22,TikTok,Back to School,Set A,Ad 4,1.66,40.91,10651,232,58,4096
2024-09-22,Instagram,Brand Awareness,Set D,Ad 1,1.85,244.22,11379,392,42,8094
2024-09-22,X,Retargeting,Set D,Ad 3,1.63,269.91,6821,352,72,6126
2024-09-22,Google Organic,Back to School,Set A,Ad 2,1.89,154.08,2009,76,86,10725
2024-09-23,Google,Brand Awareness,Set D,Ad 5,0.51,88.45,11826,367,51,8438
2024-09-23,Facebook,Retargeting,Set A,Ad 4,0.74,64.07,12353,413,14,4385
2024-09-23,LinkedIn,Holiday Sale,Set D,Ad 3,1.96,263.1,2163,99,81,1575
2024-09-23,TikTok,Brand Awareness,Set C,Ad 4,1.99,182.05,12289,195,71,11812
2024-09-23,Instagram,Holiday Sale,Set A,Ad 5,1.02,107.1,8648,381,34,10537
2024-09-23,X,Retargeting,Set C,Ad 3,2.0,237.23,3998,469,53,8645
2024-09-23,Google Organic,Brand Awareness,Set A,Ad 5,1.91,193.26,5061,155,25,5470
2024-09-24,Google,Summer Promo,Set B,Ad 4,1.72,36.73,10038,264,79,3680
2024-09-24,Facebook,Summer Promo,Set D,Ad 2,1.92,37.48,4471,176,34,1513
2024-09-24,LinkedIn,Holiday Sale,Set B,Ad 1,0.98,185.31,5782,423,29,9836
2024-09-24,TikTok,Holiday Sale,Set A,Ad 5,1.66,72.78,8475,279,91,5436
2024-09-24,Instagram,Holiday Sale,Set A,Ad 4,1.59,274.44,13258,244,66,10853
2024-09-24,X,Brand Awareness,Set C,Ad 2,1.02,191.96,12757,371,51,4286
2024-09-24,Google Organic,Retargeting,Set C,Ad 1,1.66,97.63,6469,190,95,10547
2024-09-25,Google,Back to School,Set D,Ad 1,0.87,70.6,12224,250,46,8067
2024-09-25,Facebook,Holiday Sale,Set B,Ad 5,0.78,277.34,7547,571,71,4895
2024-09-25,LinkedIn,Brand Awareness,Set C,Ad 1,1.77,73.03,2358,412,67,3289
2024-09-25,TikTok,Back to School,Set A,Ad 4,1.76,204.38,7344,453,21,2660
2024-09-25,Instagram,Holiday Sale,Set D,Ad 1,1.13,248.0,11222,437,37,5293
2024-09-25,X,Holiday Sale,Set C,Ad 5,1.23,55.65,14255,194,6,1148
2024-09-25,Google Organic,Brand Awareness,Set B,Ad 1,0.98,115.58,8441,397,75,4223
2024-09-26,Google,Holiday Sale,Set B,Ad 4,0.65,228.65,4200,98,49,1483
2024-09-26,Facebook,Holiday Sale,Set A,Ad 1,0.52,174.96,10222,506,20,5012
2024-09-26,LinkedIn,Holiday Sale,Set B,Ad 1,1.97,170.62,12707,275,11,5301
2024-09-26,TikTok,Retargeting,Set D,Ad 2,1.06,238.78,3361,82,77,2407
2024-09-26,Instagram,Back to School,Set C,Ad 4,1.36,280.01,4828,169,55,7813
2024-09-26,X,Holiday Sale,Set C,Ad 1,1.54,59.17,7010,399,54,3605
2024-09-26,Google Organic,Back to School,Set C,Ad 2,1.62,165.59,2205,256,26,657
2024-09-27,Google,Retargeting,Set A,Ad 3,1.44,142.08,11896,101,45,1580
2024-09-27,Facebook,Brand Awareness,Set A,Ad 1,1.53,64.91,2158,61,70,6394
2024-09-27,LinkedIn,Back to School,Set C,Ad 2,0.79,31.48,2817,547,91,6569
2024-09-27,TikTok,Summer Promo,Set A,Ad 5,1.68,75.58,14213,151,79,2331
2024-09-27,Instagram,Back to School,Set B,Ad 4,1.12,244.91,9021,457,86,7482
2024-09-27,X,Summer Promo,Set B,Ad 5,1.78,172.81,5052,486,43,7367
2024-09-27,Google Organic,Back to School,Set A,Ad 3,1.13,130.46,5793,252,10,2725
2024-09-28,Google,Holiday Sale,Set B,Ad 5,1.89,27.94,4214,459,94,2061
2024-09-28,Facebook,Holiday Sale,Set C,Ad 3,1.55,197.07,2721,88,95,11109
2024-09-28,LinkedIn,Retargeting,Set C,Ad 5,0.53,108.04,12549,94,60,7246
2024-09-28,TikTok,Brand Awareness,Set C,Ad 3,1.67,263.27,13218,132,94,6151
2024-09-28,Instagram,Holiday Sale,Set B,Ad 5,0.57,196.62,10288,152,15,8133
2024-09-28,X,Retargeting,Set A,Ad 5,1.12,286.9,13347,331,95,8904
2024-09-28,Google Organic,Retargeting,Set C,Ad 4,1.76,158.09,9558,430,45,2744
2024-09-29,Google,Retargeting,Set D,Ad 4,1.54,229.19,2895,571,14,9064
2024-09-29,Facebook,Retargeting,Set A,Ad 5,0.62,192.76,1205,470,75,7087
2024-09-29,LinkedIn,Retargeting,Set A,Ad 5,0.67,218.08,6168,218,88,11754
2024-09-29,TikTok,Retargeting,Set B,Ad 4,1.35,51.07,7531,204,9,600
2024-09-29,Instagram,Holiday Sale,Set A,Ad 4,1.97,135.08,12973,119,59,9195
2024-09-29,X,Holiday Sale,Set A,Ad 4,1.28,113.89,6150,292,35,5549
2024-09-29,Google Organic,Brand Awareness,Set D,Ad 4,1.94,57.99,1632,399,43,6128
2024-09-30,Google,Retargeting,Set D,Ad 2,1.46,264.3,14748,311,47,9707
2024-09-30,Facebook,Retargeting,Set B,Ad 2,0.79,109.84,14762,180,78,5633
2024-09-30,LinkedIn,Back to School,Set A,Ad 5,1.16,128.13,5960,419,43,9394
2024-09-30,TikTok,Summer Promo,Set B,Ad 4,1.87,128.03,12360,593,18,4004
2024-09-30,Instagram,Summer Promo,Set C,Ad 1,1.5,272.62,12169,317,6,2081
2024-09-30,X,Retargeting,Set A,Ad 5,0.68,36.3,11065,95,100,9581
2024-09-30,Google Organic,Retargeting,Set C,Ad 1,1.24,215.14,10217,118,36,9571
2024-10-01,Google,Summer Promo,Set D,Ad 2,1.65,233.1,7721,492,73,4408
2024-10-01,Facebook,Brand Awareness,Set A,Ad 3,1.01,148.37,9703,153,90,6416
2024-10-01,LinkedIn,Retargeting,Set C,Ad 2,1.3,168.81,6031,394,67,8773
2024-10-01,TikTok,Summer Promo,Set D,Ad 2,1.38,73.39,14212,425,54,7472
2024-10-01,Instagram,Brand Awareness,Set D,Ad 1,0.9,296.88,10989,108,36,5252
2024-10-01,X,Summer Promo,Set C,Ad 1,1.71,227.98,14312,562,52,8479
2024-10-01,Google Organic,Holiday Sale,Set D,Ad 2,1.94,135.26,5492,298,31,8285
2024-10-02,Google,Back to School,Set C,Ad 4,1.38,67.08,12939,375,60,6695
2024-10-02,Facebook,Brand Awareness,Set A,Ad 5,1.66,131.13,8580,575,90,2990
2024-10-02,LinkedIn,Back to School,Set C,Ad 1,1.65,86.22,13044,515,65,3150
2024-10-02,TikTok,Brand Awareness,Set A,Ad 1,1.18,105.89,13727,327,27,8302
2024-10-02,Instagram,Summer Promo,Set C,Ad 4,1.8,62.94,13762,471,83,11342
2024-10-02,X,Back to School,Set A,Ad 3,1.19,51.03,12841,280,59,582
2024-10-02,Google Organic,Retargeting,Set A,Ad 1,0.58,249.93,10100,353,48,4477
2024-10-03,Google,Brand Awareness,Set B,Ad 1,0.68,223.08,6718,99,52,1467
2024-10-03,Facebook,Brand Awareness,Set B,Ad 1,0.66,20.53,2419,501,62,4021
2024-10-03,LinkedIn,Summer Promo,Set D,Ad 5,0.71,263.53,14730,397,73,2131
2024-10-03,TikTok,Back to School,Set A,Ad 3,1.29,166.24,10576,374,43,9124
2024-10-03,Instagram,Holiday Sale,Set C,Ad 5,0.81,96.11,5964,385,62,5144
2024-10-03,X,Holiday Sale,Set B,Ad 4,1.46,114.4,14159,535,31,5071
2024-10-03,Google Organic,Holiday Sale,Set B,Ad 5,0.59,180.32,7618,115,37,11754
2024-10-04,Google,Summer Promo,Set B,Ad 5,1.71,119.21,12054,103,51,8502
2024-10-04,Facebook,Brand Awareness,Set A,Ad 2,0.59,183.88,9922,100,16,10315
2024-10-04,LinkedIn,Back to School,Set A,Ad 4,1.16,54.86,8862,313,18,6657
2024-10-04,TikTok,Summer Promo,Set C,Ad 3,0.54,156.04,1828,126,73,3384
2024-10-04,Instagram,Summer Promo,Set C,Ad 3,1.83,230.02,14852,526,32,3696
2024-10-04,X,Holiday Sale,Set D,Ad 3,1.69,102.47,5178,415,87,9250
2024-10-04,Google Organic,Summer Promo,Set D,Ad 3,0.89,125.28,7336,201,9,4903
2024-10-05,Google,Back to School,Set A,Ad 5,0.52,261.51,6236,74,55,4465
2024-10-05,Facebook,Back to School,Set C,Ad 3,0.84,139.65,11017,245,37,1907
2024-10-05,LinkedIn,Summer Promo,Set A,Ad 5,1.77,104.49,4274,482,69,1552
2024-10-05,TikTok,Back to School,Set B,Ad 5,1.65,155.42,1595,50,51,9609
2024-10-05,Instagram,Back to School,Set C,Ad 4,1.15,193.48,11022,327,88,2255
2024-10-05,X,Retargeting,Set D,Ad 4,0.91,115.97,7406,224,45,8254
2024-10-05,Google Organic,Summer Promo,Set D,Ad 2,0.6,258.28,6508,372,52,5476
2024-10-06,Google,Holiday Sale,Set C,Ad 4,1.45,205.86,11592,195,92,5180
2024-10-06,Facebook,Holiday Sale,Set B,Ad 5,0.66,141.56,10898,453,86,9453
2024-10-06,LinkedIn,Back to School,Set A,Ad 5,1.93,145.12,13509,461,44,2661
2024-10-06,TikTok,Summer Promo,Set C,Ad 3,0.51,69.2,2382,483,98,8216
2024-10-06,Instagram,Summer Promo,Set C,Ad 4,0.81,94.49,13122,422,89,556
2024-10-06,X,Back to School,Set B,Ad 4,1.66,259.71,11308,211,96,5520
2024-10-06,Google Organic,Summer Promo,Set D,Ad 3,0.62,67.37,1248,168,70,4348
2024-10-07,Google,Brand Awareness,Set C,Ad 5,0.58,228.88,7839,390,51,11187
2024-10-07,Facebook,Holiday Sale,Set B,Ad 1,0.78,232.04,2686,168,77,11357
2024-10-07,LinkedIn,Brand Awareness,Set D,Ad 5,1.45,72.88,10131,425,30,9608
2024-10-07,TikTok,Brand Awareness,Set D,Ad 3,1.06,191.65,3353,529,13,3625
2024-10-07,Instagram,Holiday Sale,Set A,Ad 3,0.67,29.33,14827,484,7,7961
2024-10-07,X,Holiday Sale,Set C,Ad 2,1.29,136.85,2686,201,29,10053
2024-10-07,Google Organic,Retargeting,Set C,Ad 5,1.29,114.6,10309,311,11,9607
2024-10-08,Google,Brand Awareness,Set A,Ad 3,1.16,277.66,3372,114,95,3799
2024-10-08,Facebook,Brand Awareness,Set B,Ad 5,0.63,67.77,9350,114,35,6226
2024-10-08,LinkedIn,Brand Awareness,Set B,Ad 5,0.89,243.26,7908,301,97,8483
2024-10-08,TikTok,Brand Awareness,Set A,Ad 1,1.63,67.17,7787,477,6,9273
2024-10-08,Instagram,Holiday Sale,Set D,Ad 5,0.62,215.88,13070,543,69,5783
2024-10-08,X,Summer Promo,Set C,Ad 3,0.64,118.59,6390,442,19,2181
2024-10-08,Google Organic,Holiday Sale,Set B,Ad 5,1.1,144.67,3206,282,72,4929
2024-10-09,Google,Back to School,Set B,Ad 4,0.54,293.95,3665,200,48,7652
2024-10-09,Facebook,Summer Promo,Set C,Ad 5,1.91,264.06,11149,102,85,4085
2024-10-09,LinkedIn,Brand Awareness,Set A,Ad 2,1.48,54.27,12155,581,35,4074
2024-10-09,TikTok,Back to School,Set C,Ad 3,1.35,236.66,13456,279,51,8353
2024-10-09,Instagram,Back to School,Set D,Ad 3,1.0,29.74,1384,523,37,3835
2024-10-09,X,Summer Promo,Set B,Ad 1,0.83,118.12,8903,485,51,9036
2024-10-09,Google Organic,Retargeting,Set D,Ad 3,0.54,223.92,13068,429,11,2225
2024-10-10,Google,Holiday Sale,Set D,Ad 2,1.97,200.86,3377,252,6,7414
2024-10-10,Facebook,Brand Awareness,Set B,Ad 2,1.19,83.36,10961,273,96,2226
2024-10-10,LinkedIn,Brand Awareness,Set D,Ad 1,1.19,159.2,7435,76,34,3266
2024-10-10,TikTok,Holiday Sale,Set D,Ad 3,1.41,108.42,10971,240,86,4204
2024-10-10,Instagram,Back to School,Set C,Ad 2,0.84,124.45,7070,465,60,5512
2024-10-10,X,Summer Promo,Set A,Ad 3,1.54,276.32,6315,213,89,6349
2024-10-10,Google Organic,Holiday Sale,Set B,Ad 4,1.35,157.61,8941,309,68,5076
2024-10-11,Google,Brand Awareness,Set C,Ad 4,1.9,164.2,3968,539,86,10985
2024-10-11,Facebook,Back to School,Set B,Ad 2,1.54,198.8,13632,203,83,1247
2024-10-11,LinkedIn,Brand Awareness,Set D,Ad 5,1.83,180.71,9597,196,18,1344
2024-10-11,TikTok,Retargeting,Set B,Ad 2,1.49,119.56,9851,430,91,11461
2024-10-11,Instagram,Summer Promo,Set C,Ad 2,1.66,184.9,2327,185,33,641
2024-10-11,X,Retargeting,Set C,Ad 1,0.61,48.57,4723,205,55,1789
2024-10-11,Google Organic,Back to School,Set B,Ad 4,0.6,265.35,10562,435,83,7366
2024-10-12,Google,Back to School,Set C,Ad 5,0.78,144.13,3816,390,95,5228
2024-10-12,Facebook,Retargeting,Set D,Ad 2,0.87,264.57,11678,186,85,5684
2024-10-12,LinkedIn,Back to School,Set B,Ad 5,1.72,80.88,11856,279,21,9282
2024-10-12,TikTok,Back to School,Set A,Ad 5,1.05,169.93,1694,134,13,3386
2024-10-12,Instagram,Holiday Sale,Set B,Ad 2,1.48,135.16,9910,562,36,4607
2024-10-12,X,Retargeting,Set A,Ad 2,0.73,235.46,9319,367,12,8781
2024-10-12,Google Organic,Back to School,Set B,Ad 5,1.39,254.44,9845,366,32,615
2024-10-13,Google,Holiday Sale,Set D,Ad 5,1.01,22.03,5227,137,18,9167
2024-10-13,Facebook,Retargeting,Set C,Ad 1,1.9,297.67,10751,102,69,9298
2024-10-13,LinkedIn,Holiday Sale,Set C,Ad 3,1.11,282.99,11352,573,73,2809
2024-10-13,TikTok,Back to School,Set B,Ad 4,1.13,80.91,3329,167,82,2861
2024-10-13,Instagram,Summer Promo,Set D,Ad 5,0.62,87.81,8128,444,16,1712
2024-10-13,X,Back to School,Set B,Ad 1,1.66,149.03,2151,243,78,895
2024-10-13,Google Organic,Retargeting,Set C,Ad 2,0.84,119.94,8847,520,27,1070
2024-10-14,Google,Holiday Sale,Set A,Ad 1,1.5,115.93,4146,508,23,1090
2024-10-14,Facebook,Back to School,Set B,Ad 1,1.02,74.55,7598,413,79,2817
2024-10-14,LinkedIn,Holiday Sale,Set D,Ad 5,0.96,149.96,12523,257,28,4812
