Date,Country,City,Sessions,Users,Pageviews,BounceRate,AvgSessionDuration,Source,Medium,Device,Browser
2025-02-06,Canada,Toronto,526,745,1804,0.43,285,google,social,Desktop,Opera
2025-02-06,Australia,Sydney,312,693,2097,0.4,89,tiktok,referral,Tablet,Opera
2025-02-06,UK,London,549,502,1431,0.69,71,facebook,email,Tablet,Edge
2025-02-06,Canada,Toronto,880,365,2825,0.37,106,email,social,Tablet,Brave
2025-02-06,Germany,Berlin,643,287,1430,0.57,157,linkedin,social,Mobile,Chrome
2025-02-06,USA,New York,920,747,1574,0.68,154,facebook,cpc,Mobile,Edge
2025-02-06,India,Mumbai,901,418,1333,0.69,278,email,referral,Mobile,Firefox
2025-02-05,UK,London,720,614,2176,0.45,113,linkedin,organic,Mobile,Brave
2025-02-05,USA,Los Angeles,756,750,2372,0.41,78,email,organic,Tablet,Opera
2025-02-05,Australia,Sydney,733,559,2245,0.44,107,linkedin,email,Mobile,Chrome
2025-02-05,India,Mumbai,720,525,1236,0.67,282,facebook,cpc,Desktop,Safari
2025-02-05,South Africa,Cape Town,924,880,1695,0.33,277,facebook,referral,Mobile,Safari
2025-02-05,USA,New York,373,520,2204,0.68,91,facebook,cpc,Desktop,Edge
2025-02-05,Brazil,São Paulo,838,388,1472,0.47,62,google,referral,Tablet,Edge
2025-02-05,Australia,Sydney,844,443,2527,0.57,148,instagram,social,Tablet,Safari
2025-02-05,USA,New York,960,871,1717,0.54,213,google,email,Desktop,Edge
2025-02-05,France,Paris,844,561,1617,0.66,144,direct,cpc,Mobile,Brave
2025-02-04,India,Mumbai,399,658,1648,0.68,161,tiktok,organic,Desktop,Safari
2025-02-04,USA,Los Angeles,735,301,2465,0.69,132,direct,cpc,Tablet,Opera
2025-02-04,UK,London,548,402,2642,0.66,128,instagram,organic,Mobile,Firefox
2025-02-04,USA,New York,408,341,1813,0.62,130,linkedin,organic,Tablet,Safari
2025-02-04,UK,London,482,697,2049,0.32,230,direct,cpc,Mobile,Chrome
2025-02-04,India,Mumbai,904,284,1920,0.36,235,google,email,Tablet,Chrome
2025-02-04,Brazil,São Paulo,425,466,1200,0.65,257,google,organic,Desktop,Edge
2025-02-04,India,Mumbai,595,868,1442,0.66,117,direct,cpc,Mobile,Firefox
2025-02-04,UK,London,328,809,2038,0.68,216,instagram,email,Desktop,Chrome
2025-02-04,UK,London,999,516,2125,0.43,197,facebook,referral,Mobile,Brave
2025-02-03,USA,New York,677,384,1751,0.39,246,direct,social,Mobile,Edge
2025-02-03,USA,Los Angeles,436,280,2485,0.41,245,google,email,Tablet,Chrome
2025-02-03,Australia,Sydney,999,734,2497,0.55,93,instagram,referral,Mobile,Edge
2025-02-03,Canada,Toronto,956,619,2078,0.69,144,linkedin,referral,Mobile,Firefox
2025-02-03,France,Paris,776,883,1862,0.62,132,google,referral,Mobile,Edge
2025-02-03,South Africa,Cape Town,364,296,1685,0.55,235,google,social,Mobile,Brave
2025-02-03,UK,London,998,828,2719,0.62,98,email,cpc,Desktop,Firefox
2025-02-03,South Africa,Cape Town,596,405,1215,0.48,223,direct,organic,Tablet,Firefox
2025-02-03,Germany,Berlin,658,697,1225,0.44,156,facebook,social,Mobile,Brave
2025-02-03,UK,London,681,667,1845,0.58,207,facebook,organic,Tablet,Opera
2025-02-02,France,Paris,907,662,2803,0.47,98,email,referral,Tablet,Edge
2025-02-02,UK,London,837,570,1054,0.5,187,linkedin,email,Tablet,Edge
2025-02-02,Germany,Berlin,456,579,2751,0.36,136,google,email,Mobile,Firefox
2025-02-02,Australia,Sydney,720,781,2738,0.48,235,google,social,Mobile,Opera
2025-02-02,Germany,Berlin,836,258,2124,0.52,280,tiktok,social,Mobile,Safari
2025-02-02,South Africa,Cape Town,525,839,1665,0.38,139,direct,social,Tablet,Brave
2025-02-02,Germany,Berlin,615,725,2715,0.34,139,linkedin,organic,Mobile,Brave
2025-02-02,UK,London,825,296,2597,0.32,160,google,social,Desktop,Chrome
2025-02-02,South Africa,Cape Town,336,327,1294,0.65,295,linkedin,email,Tablet,Firefox
2025-02-02,Australia,Sydney,849,762,2404,0.41,147,tiktok,social,Mobile,Safari
2025-02-01,USA,New York,829,895,2348,0.49,77,email,email,Mobile,Firefox
2025-02-01,South Africa,Cape Town,849,571,1105,0.47,121,direct,referral,Mobile,Chrome
2025-02-01,UK,London,938,677,1109,0.52,244,email,cpc,Mobile,Safari
2025-02-01,USA,Los Angeles,783,766,2877,0.44,117,facebook,email,Tablet,Chrome
2025-02-01,Canada,Toronto,303,850,2071,0.6,143,tiktok,organic,Tablet,Opera
2025-02-01,Germany,Berlin,771,594,1225,0.65,130,direct,referral,Desktop,Edge
2025-02-01,Germany,Berlin,917,493,1960,0.32,281,instagram,social,Desktop,Chrome
2025-02-01,Canada,Toronto,450,666,2727,0.44,84,facebook,social,Mobile,Brave
2025-02-01,USA,Los Angeles,380,571,2037,0.55,161,tiktok,social,Mobile,Opera
2025-02-01,UK,London,342,294,2325,0.44,75,linkedin,organic,Desktop,Chrome
2025-01-31,UK,London,453,769,2756,0.52,111,instagram,referral,Desktop,Brave
2025-01-31,Canada,Toronto,894,258,1634,0.35,269,email,organic,Desktop,Firefox
2025-01-31,Canada,Toronto,350,676,2411,0.46,264,instagram,cpc,Tablet,Chrome
2025-01-31,France,Paris,487,861,2525,0.5,183,direct,organic,Mobile,Chrome
2025-01-31,Canada,Toronto,334,441,1264,0.53,248,direct,email,Tablet,Safari
2025-01-31,USA,New York,893,507,2002,0.62,277,instagram,referral,Tablet,Safari
2025-01-31,South Africa,Cape Town,596,676,1142,0.62,251,google,email,Mobile,Opera
2025-01-31,Canada,Toronto,691,296,1948,0.55,158,google,email,Tablet,Firefox
2025-01-31,Germany,Berlin,377,813,2510,0.49,86,email,referral,Tablet,Brave
2025-01-31,Australia,Sydney,553,486,2501,0.38,172,google,cpc,Mobile,Brave
2025-01-30,Brazil,São Paulo,727,837,1553,0.69,223,linkedin,organic,Tablet,Firefox
2025-01-30,Brazil,São Paulo,439,744,2094,0.66,167,direct,cpc,Tablet,Safari
2025-01-30,Canada,Toronto,702,699,1549,0.39,115,google,social,Desktop,Opera
2025-01-30,Germany,Berlin,714,681,2039,0.46,95,facebook,referral,Desktop,Firefox
2025-01-30,Brazil,São Paulo,827,425,1832,0.65,183,email,organic,Mobile,Firefox
2025-01-30,Brazil,São Paulo,368,691,2244,0.62,116,linkedin,organic,Tablet,Brave
2025-01-30,Brazil,São Paulo,770,532,1238,0.4,298,instagram,cpc,Desktop,Opera
2025-01-30,Brazil,São Paulo,897,734,1446,0.67,228,linkedin,cpc,Mobile,Firefox
2025-01-30,Canada,Toronto,320,369,1032,0.33,139,instagram,email,Desktop,Safari
2025-01-30,Germany,Berlin,853,848,2259,0.47,112,google,referral,Desktop,Safari
2025-01-29,France,Paris,424,469,1208,0.57,199,tiktok,email,Desktop,Edge
2025-01-29,Germany,Berlin,598,789,1082,0.38,277,instagram,social,Mobile,Chrome
2025-01-29,Australia,Sydney,740,879,1488,0.53,186,linkedin,organic,Tablet,Edge
2025-01-29,India,Mumbai,663,422,1404,0.33,259,direct,cpc,Mobile,Chrome
2025-01-29,USA,New York,416,367,1349,0.67,296,facebook,social,Mobile,Opera
2025-01-29,Germany,Berlin,457,343,2574,0.64,154,google,organic,Desktop,Chrome
2025-01-29,Germany,Berlin,320,401,2828,0.36,159,email,cpc,Desktop,Chrome
2025-01-29,UK,London,806,278,2456,0.58,137,linkedin,social,Desktop,Brave
2025-01-29,Germany,Berlin,880,578,1003,0.57,197,instagram,cpc,Tablet,Safari
2025-01-29,France,Paris,657,578,2758,0.54,296,direct,organic,Tablet,Chrome
2025-01-28,Australia,Sydney,827,678,2223,0.61,189,google,organic,Desktop,Chrome
2025-01-28,USA,Los Angeles,339,721,2193,0.52,284,google,email,Mobile,Firefox
2025-01-28,South Africa,Cape Town,645,613,2606,0.61,155,instagram,referral,Tablet,Edge
2025-01-28,Brazil,São Paulo,796,401,2362,0.6,247,linkedin,referral,Desktop,Firefox
2025-01-28,South Africa,Cape Town,793,312,1307,0.42,201,linkedin,organic,Mobile,Opera
2025-01-28,Germany,Berlin,852,627,2929,0.45,272,direct,email,Tablet,Brave
2025-01-28,South Africa,Cape Town,678,318,2652,0.59,248,facebook,social,Tablet,Brave
2025-01-28,Brazil,São Paulo,820,274,1637,0.34,129,tiktok,cpc,Desktop,Opera
2025-01-28,Australia,Sydney,397,895,1317,0.57,261,email,referral,Mobile,Brave
2025-01-28,UK,London,467,826,2223,0.6,153,facebook,social,Tablet,Opera
2025-01-27,UK,London,560,449,2480,0.5,141,email,email,Desktop,Firefox
2025-01-27,Australia,Sydney,996,733,2889,0.52,79,facebook,organic,Tablet,Opera
2025-01-27,Brazil,São Paulo,459,886,2712,0.5,182,direct,cpc,Tablet,Safari
2025-01-27,Brazil,São Paulo,345,768,1274,0.31,188,direct,email,Tablet,Safari
2025-01-27,South Africa,Cape Town,331,833,1851,0.6,239,tiktok,social,Mobile,Chrome
2025-01-27,Brazil,São Paulo,684,766,1561,0.36,140,email,referral,Desktop,Edge
2025-01-27,Germany,Berlin,752,657,2841,0.61,110,direct,organic,Desktop,Edge
2025-01-27,USA,Los Angeles,577,849,1964,0.36,285,facebook,cpc,Tablet,Edge
2025-01-27,UK,London,569,750,1093,0.6,206,direct,referral,Desktop,Opera
2025-01-27,Australia,Sydney,621,600,2088,0.47,173,linkedin,cpc,Mobile,Chrome
2025-01-26,South Africa,Cape Town,412,874,2488,0.63,117,facebook,cpc,Tablet,Chrome
2025-01-26,South Africa,Cape Town,998,640,2150,0.43,180,email,cpc,Mobile,Brave
2025-01-26,Brazil,São Paulo,728,579,1346,0.34,214,linkedin,referral,Tablet,Edge
2025-01-26,USA,Los Angeles,465,698,1991,0.43,98,direct,cpc,Tablet,Safari
2025-01-26,South Africa,Cape Town,430,775,2813,0.48,97,email,email,Desktop,Safari
2025-01-26,Canada,Toronto,554,305,1700,0.54,215,direct,referral,Mobile,Edge
2025-01-26,India,Mumbai,628,469,2367,0.44,231,direct,social,Desktop,Safari
2025-01-26,Canada,Toronto,971,656,1894,0.54,89,email,email,Desktop,Chrome
2025-01-26,Brazil,São Paulo,307,454,1669,0.66,123,linkedin,social,Desktop,Opera
2025-01-26,South Africa,Cape Town,429,333,1332,0.58,200,facebook,cpc,Mobile,Firefox
2025-01-25,Canada,Toronto,769,737,1614,0.49,180,google,cpc,Tablet,Brave
2025-01-25,USA,New York,485,848,1329,0.49,164,direct,email,Desktop,Opera
2025-01-25,India,Mumbai,926,763,2066,0.57,198,instagram,social,Mobile,Safari
2025-01-25,South Africa,Cape Town,525,542,1378,0.38,296,direct,organic,Mobile,Chrome
2025-01-25,USA,Los Angeles,703,349,1843,0.6,253,direct,email,Mobile,Opera
2025-01-25,India,Mumbai,655,702,2723,0.35,209,instagram,cpc,Desktop,Safari
2025-01-25,Australia,Sydney,550,567,2896,0.31,184,email,email,Tablet,Chrome
2025-01-25,South Africa,Cape Town,340,335,2949,0.62,200,linkedin,referral,Mobile,Brave
2025-01-25,Australia,Sydney,954,695,2371,0.46,176,facebook,email,Tablet,Safari
2025-01-25,Germany,Berlin,482,770,2504,0.51,74,email,referral,Desktop,Safari
2025-01-24,Germany,Berlin,761,593,1561,0.36,196,facebook,social,Desktop,Firefox
2025-01-24,USA,Los Angeles,856,795,2422,0.56,267,tiktok,social,Desktop,Edge
2025-01-24,USA,Los Angeles,791,711,1954,0.32,292,direct,organic,Desktop,Opera
2025-01-24,South Africa,Cape Town,631,549,1972,0.66,179,email,email,Desktop,Opera
2025-01-24,USA,Los Angeles,808,690,1871,0.55,177,instagram,email,Tablet,Chrome
2025-01-24,South Africa,Cape Town,895,572,2840,0.7,115,linkedin,email,Tablet,Edge
2025-01-24,Germany,Berlin,864,786,1347,0.48,261,linkedin,social,Tablet,Brave
2025-01-24,Canada,Toronto,768,573,2143,0.63,193,instagram,cpc,Tablet,Firefox
2025-01-24,UK,London,853,586,2850,0.68,82,tiktok,cpc,Desktop,Opera
2025-01-24,USA,New York,467,647,1901,0.54,217,facebook,cpc,Tablet,Brave
2025-01-23,Brazil,São Paulo,822,593,2325,0.5,142,direct,referral,Desktop,Edge
2025-01-23,Australia,Sydney,913,687,1344,0.42,255,email,cpc,Tablet,Safari
2025-01-23,France,Paris,361,695,1788,0.44,98,instagram,cpc,Tablet,Safari
2025-01-23,France,Paris,357,868,2983,0.65,287,google,social,Mobile,Edge
2025-01-23,Australia,Sydney,638,804,1204,0.48,106,linkedin,email,Mobile,Safari
2025-01-23,Canada,Toronto,690,897,2485,0.67,81,linkedin,referral,Tablet,Firefox
2025-01-23,India,Mumbai,763,418,2086,0.52,72,instagram,email,Tablet,Safari
2025-01-23,USA,Los Angeles,635,590,2157,0.63,218,linkedin,email,Tablet,Chrome
2025-01-23,UK,London,812,886,2319,0.64,143,tiktok,referral,Desktop,Firefox
2025-01-23,India,Mumbai,714,296,2695,0.36,206,linkedin,organic,Desktop,Opera
2025-01-22,USA,New York,663,528,2411,0.31,130,tiktok,social,Desktop,Edge
2025-01-22,South Africa,Cape Town,876,579,2577,0.66,67,facebook,referral,Mobile,Brave
2025-01-22,USA,New York,867,705,1748,0.4,251,direct,email,Desktop,Chrome
2025-01-22,Canada,Toronto,919,572,2943,0.43,284,google,cpc,Desktop,Brave
2025-01-22,France,Paris,977,486,1590,0.33,293,direct,cpc,Desktop,Safari
2025-01-22,India,Mumbai,352,689,2163,0.47,156,google,email,Tablet,Chrome
2025-01-22,Brazil,São Paulo,510,551,2891,0.32,233,direct,social,Tablet,Edge
2025-01-22,USA,New York,800,732,1096,0.46,199,instagram,referral,Mobile,Brave
2025-01-22,South Africa,Cape Town,891,594,2186,0.41,295,instagram,social,Desktop,Opera
2025-01-22,South Africa,Cape Town,448,687,1276,0.68,190,direct,email,Tablet,Opera
2025-01-21,France,Paris,899,297,2193,0.45,204,instagram,social,Mobile,Safari
2025-01-21,UK,London,959,771,2987,0.53,217,google,email,Mobile,Chrome
2025-01-21,India,Mumbai,994,830,2031,0.36,224,tiktok,social,Mobile,Brave
2025-01-21,USA,New York,912,795,2653,0.58,216,email,referral,Mobile,Opera
2025-01-21,Canada,Toronto,950,278,2530,0.61,180,email,cpc,Desktop,Safari
2025-01-21,South Africa,Cape Town,707,850,2409,0.49,75,facebook,email,Tablet,Brave
2025-01-21,Canada,Toronto,815,284,1773,0.49,266,email,organic,Mobile,Chrome
2025-01-21,Canada,Toronto,535,804,1496,0.65,190,google,cpc,Tablet,Brave
2025-01-21,USA,Los Angeles,449,740,2555,0.65,237,email,social,Tablet,Opera
2025-01-21,Brazil,São Paulo,621,286,1038,0.65,170,email,organic,Tablet,Edge
2025-01-20,USA,Los Angeles,846,451,1423,0.34,137,email,cpc,Mobile,Safari
2025-01-20,South Africa,Cape Town,582,413,1615,0.35,85,facebook,cpc,Tablet,Brave
2025-01-20,USA,Los Angeles,438,713,1181,0.33,285,linkedin,cpc,Desktop,Opera
2025-01-20,South Africa,Cape Town,717,825,2591,0.61,207,tiktok,cpc,Tablet,Brave
2025-01-20,UK,London,799,334,1604,0.66,176,linkedin,organic,Tablet,Brave
2025-01-20,Germany,Berlin,398,469,2008,0.65,72,google,referral,Mobile,Safari
2025-01-20,UK,London,447,371,1653,0.67,180,facebook,email,Mobile,Brave
2025-01-20,South Africa,Cape Town,570,299,2727,0.35,298,instagram,referral,Desktop,Safari
2025-01-20,South Africa,Cape Town,769,284,1404,0.5,256,google,social,Mobile,Chrome
2025-01-20,USA,New York,527,836,2500,0.33,191,tiktok,organic,Tablet,Opera
2025-01-19,USA,Los Angeles,798,408,1320,0.68,281,email,organic,Desktop,Brave
2025-01-19,UK,London,646,463,1577,0.5,283,tiktok,cpc,Desktop,Firefox
2025-01-19,France,Paris,479,733,2490,0.39,171,facebook,referral,Desktop,Chrome
2025-01-19,France,Paris,863,717,1222,0.57,248,facebook,social,Tablet,Firefox
2025-01-19,Australia,Sydney,334,684,2301,0.56,95,facebook,social,Mobile,Firefox
2025-01-19,Brazil,São Paulo,789,864,1207,0.36,167,instagram,social,Desktop,Firefox
2025-01-19,Australia,Sydney,510,311,2687,0.47,160,tiktok,organic,Tablet,Safari
2025-01-19,Brazil,São Paulo,840,880,2838,0.38,114,instagram,email,Tablet,Chrome
2025-01-19,Brazil,São Paulo,752,824,2640,0.39,110,email,organic,Mobile,Safari
2025-01-19,UK,London,560,453,2124,0.43,143,direct,organic,Tablet,Firefox
2025-01-18,Brazil,São Paulo,575,610,1001,0.41,243,email,organic,Tablet,Safari
2025-01-18,Brazil,São Paulo,784,310,2070,0.33,188,direct,social,Tablet,Edge
2025-01-18,USA,New York,422,806,2454,0.68,276,facebook,email,Mobile,Opera
2025-01-18,India,Mumbai,637,718,2497,0.35,180,facebook,cpc,Mobile,Brave
2025-01-18,Canada,Toronto,826,296,2193,0.57,198,google,email,Mobile,Chrome
2025-01-18,South Africa,Cape Town,468,716,1818,0.65,178,email,email,Desktop,Safari
2025-01-18,USA,New York,723,594,2310,0.3,82,email,cpc,Desktop,Brave
2025-01-18,India,Mumbai,785,554,2958,0.59,128,direct,cpc,Mobile,Brave
2025-01-18,Canada,Toronto,982,616,2979,0.64,128,linkedin,organic,Tablet,Brave
2025-01-18,USA,Los Angeles,783,761,2847,0.68,151,facebook,social,Desktop,Firefox
2025-01-17,USA,Los Angeles,504,641,1649,0.34,65,instagram,referral,Mobile,Chrome
2025-01-17,South Africa,Cape Town,602,651,2825,0.3,266,instagram,social,Desktop,Firefox
2025-01-17,USA,New York,342,497,1777,0.35,281,direct,referral,Tablet,Opera
2025-01-17,South Africa,Cape Town,530,691,1688,0.65,223,direct,email,Mobile,Opera
2025-01-17,France,Paris,428,502,1190,0.3,193,email,cpc,Mobile,Brave
2025-01-17,India,Mumbai,885,363,2474,0.52,300,direct,social,Tablet,Brave
2025-01-17,USA,Los Angeles,852,747,2575,0.49,119,instagram,email,Tablet,Edge
2025-01-17,South Africa,Cape Town,839,291,1946,0.67,75,tiktok,email,Mobile,Opera
2025-01-17,Germany,Berlin,638,311,2441,0.56,229,linkedin,email,Mobile,Brave
2025-01-17,Germany,Berlin,481,411,1919,0.44,141,tiktok,social,Tablet,Safari
2025-01-16,Canada,Toronto,782,399,2521,0.54,106,tiktok,social,Mobile,Brave
2025-01-16,Canada,Toronto,850,726,1732,0.45,143,instagram,organic,Tablet,Brave
2025-01-16,USA,Los Angeles,454,737,1353,0.4,204,google,email,Tablet,Firefox
2025-01-16,USA,New York,333,255,2463,0.47,134,facebook,organic,Desktop,Firefox
2025-01-16,India,Mumbai,815,578,2310,0.31,180,instagram,social,Tablet,Opera
2025-01-16,USA,Los Angeles,533,537,1117,0.31,112,instagram,email,Desktop,Safari
2025-01-16,Australia,Sydney,557,463,2298,0.69,267,google,cpc,Tablet,Safari
2025-01-16,Canada,Toronto,381,740,2673,0.39,266,direct,email,Mobile,Edge
2025-01-16,India,Mumbai,651,296,1786,0.45,213,google,referral,Mobile,Brave
2025-01-16,France,Paris,486,541,2624,0.45,153,google,referral,Desktop,Firefox
2025-01-15,Australia,Sydney,654,594,1897,0.48,166,google,email,Desktop,Brave
2025-01-15,USA,New York,634,473,1617,0.63,120,google,email,Desktop,Opera
2025-01-15,France,Paris,516,814,1479,0.57,140,google,cpc,Tablet,Brave
2025-01-15,South Africa,Cape Town,549,490,1388,0.38,69,linkedin,email,Tablet,Brave
2025-01-15,France,Paris,752,599,1375,0.61,148,email,organic,Tablet,Opera
2025-01-15,Canada,Toronto,993,622,2156,0.39,272,direct,social,Mobile,Firefox
2025-01-15,Germany,Berlin,812,598,2466,0.46,63,email,organic,Tablet,Firefox
2025-01-15,Germany,Berlin,752,741,2501,0.69,113,direct,cpc,Mobile,Brave
2025-01-15,USA,Los Angeles,638,263,2104,0.38,208,instagram,email,Mobile,Brave
2025-01-15,India,Mumbai,954,480,1712,0.38,156,facebook,email,Tablet,Edge
2025-01-14,Germany,Berlin,464,683,1562,0.31,67,tiktok,cpc,Mobile,Edge
2025-01-14,Canada,Toronto,920,329,2624,0.38,282,email,cpc,Mobile,Safari
2025-01-14,USA,Los Angeles,742,899,1201,0.64,270,facebook,referral,Tablet,Firefox
2025-01-14,UK,London,948,411,2586,0.5,172,tiktok,organic,Tablet,Brave
2025-01-14,Germany,Berlin,520,484,2564,0.45,254,facebook,cpc,Tablet,Opera
2025-01-14,UK,London,469,297,2619,0.55,156,linkedin,email,Tablet,Safari
2025-01-14,France,Paris,690,351,1371,0.44,74,direct,social,Mobile,Opera
2025-01-14,India,Mumbai,726,469,2415,0.68,275,instagram,organic,Desktop,Opera
2025-01-14,USA,New York,943,678,2050,0.68,206,linkedin,cpc,Desktop,Opera
2025-01-14,France,Paris,994,690,2923,0.3,191,google,referral,Desktop,Firefox
2025-01-13,USA,Los Angeles,839,492,2538,0.37,252,direct,social,Tablet,Opera
2025-01-13,UK,London,383,564,1153,0.36,234,direct,social,Mobile,Firefox
2025-01-13,South Africa,Cape Town,337,347,2711,0.48,101,facebook,cpc,Desktop,Brave
2025-01-13,Brazil,São Paulo,702,396,1258,0.66,264,facebook,email,Desktop,Brave
2025-01-13,Germany,Berlin,497,763,1864,0.52,240,email,cpc,Desktop,Opera
2025-01-13,South Africa,Cape Town,804,685,2053,0.52,65,linkedin,referral,Desktop,Firefox
2025-01-13,Australia,Sydney,473,664,2951,0.33,227,google,organic,Tablet,Firefox
2025-01-13,Brazil,São Paulo,683,427,1599,0.64,180,email,cpc,Tablet,Chrome
2025-01-13,Australia,Sydney,679,393,2065,0.53,222,email,cpc,Desktop,Safari
2025-01-13,India,Mumbai,837,762,1708,0.4,244,facebook,social,Desktop,Chrome
2025-01-12,UK,London,435,665,1384,0.45,265,email,organic,Mobile,Edge
2025-01-12,South Africa,Cape Town,500,606,1170,0.51,102,direct,cpc,Mobile,Chrome
2025-01-12,South Africa,Cape Town,966,740,2175,0.34,237,tiktok,email,Desktop,Edge
2025-01-12,France,Paris,990,757,2559,0.66,231,linkedin,cpc,Desktop,Firefox
2025-01-12,Canada,Toronto,648,591,1032,0.66,93,facebook,email,Mobile,Edge
2025-01-12,France,Paris,337,462,1181,0.32,201,tiktok,cpc,Desktop,Chrome
2025-01-12,Brazil,São Paulo,941,422,2412,0.45,144,tiktok,email,Tablet,Chrome
2025-01-12,Australia,Sydney,427,517,2003,0.33,69,facebook,referral,Desktop,Brave
2025-01-12,France,Paris,576,665,1361,0.39,153,google,email,Desktop,Safari
2025-01-12,UK,London,398,468,1022,0.65,122,direct,referral,Tablet,Opera
2025-01-11,Germany,Berlin,669,555,1389,0.51,137,google,social,Tablet,Chrome
2025-01-11,Brazil,São Paulo,660,833,2389,0.68,192,tiktok,referral,Mobile,Safari
2025-01-11,Germany,Berlin,727,353,2450,0.57,245,instagram,cpc,Desktop,Opera
2025-01-11,USA,New York,815,634,2082,0.49,267,email,social,Mobile,Chrome
2025-01-11,USA,New York,883,516,1062,0.69,298,instagram,cpc,Mobile,Firefox
2025-01-11,India,Mumbai,973,777,2323,0.47,257,direct,social,Tablet,Firefox
2025-01-11,South Africa,Cape Town,529,582,2922,0.36,296,facebook,social,Mobile,Brave
2025-01-11,Australia,Sydney,740,412,1642,0.4,293,facebook,email,Desktop,Edge
2025-01-11,France,Paris,849,563,2548,0.5,202,linkedin,referral,Desktop,Firefox
2025-01-11,Canada,Toronto,892,343,2601,0.34,265,instagram,cpc,Tablet,Firefox
2025-01-10,Canada,Toronto,604,618,1615,0.33,243,email,organic,Tablet,Chrome
2025-01-10,USA,Los Angeles,941,508,2195,0.43,165,google,organic,Tablet,Edge
2025-01-10,UK,London,927,370,2798,0.69,76,instagram,cpc,Desktop,Safari
2025-01-10,USA,Los Angeles,824,686,2210,0.44,180,tiktok,social,Desktop,Firefox
2025-01-10,UK,London,321,541,2536,0.44,157,instagram,social,Desktop,Edge
2025-01-10,Brazil,São Paulo,932,319,2700,0.36,189,email,social,Mobile,Safari
2025-01-10,USA,New York,788,351,2155,0.6,281,email,cpc,Tablet,Firefox
2025-01-10,Germany,Berlin,965,332,1194,0.46,232,google,email,Tablet,Brave
2025-01-10,Australia,Sydney,358,524,2996,0.44,106,google,referral,Tablet,Safari
2025-01-10,India,Mumbai,812,616,1886,0.63,225,email,cpc,Tablet,Safari
2025-01-09,South Africa,Cape Town,772,398,2238,0.5,208,google,email,Tablet,Opera
2025-01-09,India,Mumbai,317,578,1665,0.44,122,email,referral,Tablet,Firefox
2025-01-09,Australia,Sydney,313,840,2331,0.62,270,instagram,email,Mobile,Opera
2025-01-09,USA,New York,936,671,1699,0.52,198,linkedin,social,Tablet,Edge
2025-01-09,USA,New York,825,551,1441,0.35,279,tiktok,referral,Mobile,Opera
2025-01-09,Brazil,São Paulo,353,635,1602,0.65,286,email,cpc,Mobile,Safari
2025-01-09,Australia,Sydney,892,743,2575,0.62,67,facebook,organic,Tablet,Opera
2025-01-09,Brazil,São Paulo,462,548,1541,0.67,73,direct,cpc,Mobile,Safari
2025-01-09,Canada,Toronto,517,864,1843,0.33,85,email,referral,Tablet,Edge
2025-01-09,Canada,Toronto,532,408,1625,0.51,134,email,referral,Desktop,Chrome
2025-01-08,France,Paris,995,626,1230,0.42,218,linkedin,social,Tablet,Opera
2025-01-08,UK,London,764,883,1363,0.38,250,google,organic,Desktop,Safari
2025-01-08,UK,London,883,518,2474,0.38,84,email,cpc,Mobile,Firefox
2025-01-08,Germany,Berlin,820,402,2194,0.56,111,tiktok,social,Mobile,Firefox
2025-01-08,Australia,Sydney,745,462,2307,0.45,233,tiktok,organic,Mobile,Firefox
2025-01-08,Brazil,São Paulo,508,793,2082,0.36,164,linkedin,social,Tablet,Opera
2025-01-08,South Africa,Cape Town,955,266,2622,0.69,245,facebook,organic,Desktop,Edge
2025-01-08,Germany,Berlin,314,316,2911,0.31,99,email,organic,Desktop,Opera
2025-01-08,Germany,Berlin,884,730,1961,0.51,278,facebook,organic,Mobile,Chrome
2025-01-08,USA,New York,377,318,2164,0.6,123,email,referral,Mobile,Brave
2025-01-07,UK,London,515,413,2704,0.47,239,linkedin,referral,Tablet,Firefox
2025-01-07,Australia,Sydney,999,314,2234,0.5,83,email,referral,Tablet,Brave
2025-01-07,Australia,Sydney,602,823,1768,0.43,71,direct,cpc,Desktop,Opera
2025-01-07,Germany,Berlin,865,375,1646,0.44,142,google,organic,Mobile,Firefox
2025-01-07,India,Mumbai,742,539,1030,0.58,115,tiktok,social,Mobile,Firefox
2025-01-07,India,Mumbai,557,300,1704,0.4,290,direct,social,Desktop,Firefox
2025-01-07,UK,London,893,747,2158,0.32,284,linkedin,email,Tablet,Brave
2025-01-07,USA,New York,555,800,1376,0.6,102,google,organic,Tablet,Safari
2025-01-07,Canada,Toronto,905,755,1468,0.3,129,tiktok,cpc,Mobile,Safari
2025-01-07,France,Paris,854,598,1000,0.47,207,direct,social,Mobile,Brave
2025-01-06,USA,Los Angeles,948,588,1380,0.55,113,instagram,cpc,Desktop,Edge
2025-01-06,Australia,Sydney,544,869,2427,0.37,98,facebook,social,Mobile,Chrome
2025-01-06,France,Paris,392,251,2260,0.47,113,linkedin,email,Mobile,Opera
2025-01-06,South Africa,Cape Town,580,288,2267,0.38,118,instagram,referral,Tablet,Safari
2025-01-06,India,Mumbai,952,778,1427,0.38,284,linkedin,cpc,Mobile,Brave
2025-01-06,UK,London,640,856,2880,0.57,74,instagram,social,Tablet,Chrome
2025-01-06,South Africa,Cape Town,694,423,1227,0.65,175,tiktok,cpc,Desktop,Brave
2025-01-06,USA,Los Angeles,926,416,1961,0.44,157,facebook,email,Desktop,Opera
2025-01-06,South Africa,Cape Town,381,760,2825,0.31,292,direct,email,Tablet,Edge
